級,四字熟語,読み,意味
1級,毋望之禍,むぼうのわざわい,考えてもいなかった不幸が突然訪れること。「毋望」は予期していなかったことが突然起こること。「毋」は「无」、「無」とも書く。
1級,無欲恬淡,むよくてんたん,さっぱりとしていて、欲がなく、物事にこだわらないこと。「恬淡」はものに執着せずに、落ち着いていること。「恬淡」は「恬澹」、「恬憺」とも書く。
1級,無余涅槃,むよねはん,精神だけでなく、肉体の制約からも解放された完全な悟りの境地のこと。「無余」は何も残っていないこと。「涅槃」は煩悩を完全に捨て去った悟りの境地のこと。
1級,銘肌鏤骨,めいきるこつ,心にしっかりと刻み込み、決して忘れることがないこと。「銘肌」は皮膚に刻み込むこと。 「鏤骨」は骨に刻み込むこと。肌・骨に刻み込むように、しっかりと記憶して忘れることがないという意味。
1級,明察秋毫,めいさつしゅうごう,どんな小さなことも見逃さない非常に優れた洞察力のたとえ。「秋毫」は秋に生え変わる獣の細い毛のことで、その細い毛さえも見分けることができるという意味から。
1級,明窓浄几,めいそうじょうき,明るくて綺麗で勉強に集中できる書斎のこと。明るい日の光が入る窓と塵一つ無く清潔に保たれている机という意味から。「浄几」は「浄机」とも書く。
1級,明眸皓歯,めいぼうこうし,美女のこと。「明眸」は美しく透き通った瞳のこと。「皓歯」はきれいに並んだ白い歯という意味。楊貴妃の美しさをたたえた言葉。 「皓歯明眸」ともいう。
1級,明朗闊達,めいろうかったつ,明るくて些細なことにこだわらずさっぱりしていること。「闊達」は些細なことにこだわらないこと。度量の大きいこと。「闊達明朗」ともいう。
1級,面折廷諍,めんせつていそう,朝廷の君主の面前で、おじけづくことなく、堂々と相手の非を諫（いさ）める行為。「面折」は面と向かっての公然たる非難や責め。「廷諍」は朝廷の君主の前での論争や争論。 「廷諍」は「廷争」とも書く。「廷諍面折（廷争面折）」ともいう。
1級,罔極之恩,もうきょくのおん,両親から受けた報いきれないほどの恩のこと。「罔極」は限りがないという意味。報いることが出来ないほどの限りない恩という意味から。
1級,毛骨悚然,もうこつしょうぜん,激しい恐怖を感じて震え上がること。「悚然」は恐怖で立ち竦むこと。髪の毛から骨の中まで恐怖を感じるという意味から。
1級,沐浴斎戒,もくよくさいかい,神仏へのお祈りや神聖な儀式の前に飲食や行動を慎み、水で髪や体を洗い心身を清めること。「斎戒」は飲食を断つなどの戒を守り、心を清めること。「沐浴」は水で髪や体などを洗って身を清めること。 「沐浴斎戒」ともいう。
1級,沐浴抒溷,もくよくじょこん,神仏へのお祈りや神聖な儀式の前に飲食や行動を慎み、水で髪や体を洗い心身を清めること。「沐浴」は水で髪や体などを洗って身を清めること。「抒溷」はけがれを取り除くこと。
1級,門巷塡隘,もんこうてんあい,門の前などに大勢の人が集まることの形容。「門巷」は門や門の前にある小道、「塡隘」はふさがって狭くなるという意味で、人が多くて道が通れないということから。
1級,悶絶躄地,もんぜつびゃくじ,酷い痛みで転げまわりながら悶えて苦しむこと。「悶絶」は悶えて苦しんで気を失うこと。「躄地」は地面を這いずり回ること。
1級,夜雨対牀,やうたいしょう,兄弟や友人との仲がとても良いこと。「対牀」は寝床を並べるという意味。夜に雨の音を聞きながら寝床を並べて仲良く眠ることから。「対牀夜雨」ともいう。
1級,八咫之鏡,やたのかがみ,天照大神（あまてらすおおみかみ）が岩戸に隠れているときに、石凝姥命（いしこりどめのみこと）が作ったとされる鏡。この鏡で天照大神自身を映し、興味を持たせて岩戸の外に引き出したとされる神話がある。日本の天皇家の皇位継承の象徴の三種の神器の一つ。他の二つは天叢雲剣（あめのむらくものつるぎ）と八尺瓊勾玉（やさかにのまがたま）。
1級,黝堊丹漆,ゆうあくたんしつ,建物が昔からの伝統に基づいて作られていること。異説もあるが、「黝」は青みを帯びた黒色、「堊」は白色、「丹」は赤色、「漆」は黒色または漆塗りのこと。
1級,游雲驚竜,ゆううんきょうりょう,書の筆遣いが素晴らしく、筆跡が生き生きとしている様子。「雲」はいろいろなものに変化すること。「竜」は神秘的で、力強く勇ましい動きのこと。素晴らしい筆遣いを雲と竜にたとえたもの。
1級,勇往邁進,ゆうおうまいしん,ひるまず、ためらわず、ひたすら目標や目的を目指して真っ直ぐ進むこと。「勇往」は意気込んで前に進むこと。「邁進」は気後れすることなく進むこと。
1級,勇気凜凜,ゆうきりんりん,失敗や危険を恐れず気力に溢れていて、勇ましい様子。「凜凜」は勢いが盛んな様子。 「凜凜」は「凛凛」とも書く。
1級,融通無礙,ゆうずうむげ,何かにこだわることがなく、思考や行動が自由であること。「融通」は物事が停滞することなく順調に進むこと。「無礙」は障害になるものがないという意味。 「融通無碍」とも書く。
1級,優游涵泳,ゆうゆうかんえい,ゆったりとした心で、学問や芸術を深く味わうこと。「優游」はゆったりとしているさま。「涵泳」は水に浸り泳ぐ意で、じっくりと味わうこと。
1級,余韻嫋嫋,よいんじょうじょう,音が鳴り止んだ後の響きが細く長く続く様子。または、詩、文、出来事の後に残る風情や余情のたとえ。「余韻」は音が鳴り止んだ後の響き。 「嫋嫋」は音が細く長く続くこと。
1級,羊裘垂釣,ようきゅうすいちょう,世間から離れてのんびりと暮らす隠者のたとえ。「羊裘」は羊のかわごろも、「釣」は釣り針のこと。羊のかわごろもを着て釣り糸を垂れることから。
